0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0.0,0.0,-0.08121758699417114,-0.004714667797088623,-0.04017740696482974,-0.1622162163257599,-0.043523311614990234,-0.06712395533733684,-0.22232747077941895,-0.0848734974861145,-0.09381426706724483,-0.2744659185409546,-0.11477774381637573,-0.12118489131145793,-0.12319064140319824,-0.2339034080505371,-0.0320753438752206,-0.17385807633399963,-0.33017346262931824,-0.05782328754477817,-0.2052345871925354,-0.38214311003685,-0.08310553267412502,-0.23392397165298462,-0.42686203122138977,-0.10289420023374873,-0.07930499315261841,-0.2725421190261841,-0.03332127839141208,-0.12468653917312622,-0.38532695174217224,-0.05252829402499515,-0.15451273322105408,-0.44836610555648804,-0.07498929485493022,-0.18212151527404785,-0.49919408559799194,-0.09478615060262996,-0.031228303909301758,-0.2843039631843567,-0.04024162724428493,-0.06374549865722656,-0.3904097080230713,-0.06038152634911853,-0.08921730518341064,-0.4519420862197876,-0.08147051021271068,-0.1151459813117981,-0.5032090246677399,-0.09745201304369289,0.022819936275482178,-0.27417534589767456,-0.05164547845535594,0.016552209854125977,-0.3676542639732361,-0.06859226360731441,0.006815552711486816,-0.42579370737075806,-0.0803093446772607,-0.010194063186645508,-0.4788129925727844,-0.0899894668143304,A
0.0,0.0,0.0,-0.08503776788711548,-0.005916297435760498,-0.035548740858935446,-0.16804373264312744,-0.05222976207733154,-0.057869469607972235,-0.22542566061019897,-0.0967632532119751,-0.08056048476209554,-0.27529770135879517,-0.12662553787231445,-0.10363095426072988,-0.13236695528030396,-0.24729877710342407,-0.020276991511487097,-0.18380048871040344,-0.3434410095214844,-0.04502342813720617,-0.21561411023139954,-0.39401817321777344,-0.07169874929895315,-0.24536168575286865,-0.43848884105682373,-0.09232092821111593,-0.08884358406066895,-0.28297144174575806,-0.022563436860941977,-0.13377618789672852,-0.3924177885055542,-0.039313958818816275,-0.1646018922328949,-0.4554130733013153,-0.062300646538638205,-0.19252672791481018,-0.508072018623352,-0.08262921297063741,-0.04063981771469116,-0.29341262578964233,-0.03090119347979936,-0.07485061883926392,-0.39925095438957214,-0.04806456887235555,-0.10111957788467407,-0.4615584909915924,-0.06931963735332403,-0.12659090757369995,-0.5136706233024597,-0.08614776455869588,0.013349533081054688,-0.28365176916122437,-0.04361193799486074,0.002776622772216797,-0.37581124901771545,-0.05823284187426481,-0.0063607096672058105,-0.43208521604537964,-0.07005563550701055,-0.019291698932647705,-0.48302021622657776,-0.08015300505866918,A
0.0,0.0,0.0,-0.08169734477996826,-0.0064239501953125,-0.035046543207258196,-0.1633698046207428,-0.04581630229949951,-0.05874909388670346,-0.22258031368255615,-0.08505070209503174,-0.0826529890562,-0.27250051498413086,-0.11087507009506226,-0.10690741541633031,-0.1328272819519043,-0.23801696300506592,-0.023255831774562807,-0.18295824527740479,-0.33592894673347473,-0.047269805547088595,-0.21466821432113647,-0.3864160180091858,-0.07245408299216649,-0.24367886781692505,-0.43026942014694214,-0.09194972666749379,-0.08960282802581787,-0.2739248275756836,-0.02607167626568696,-0.13370031118392944,-0.38648170232772827,-0.04256761747249982,-0.16441798210144043,-0.4505435824394226,-0.06482025536546132,-0.19176363945007324,-0.503267377614975,-0.08449368479499242,-0.04081118106842041,-0.2855866551399231,-0.03455818372616193,-0.07304060459136963,-0.3937597870826721,-0.051037225153535815,-0.09810507297515869,-0.4580765962600708,-0.07194610240706822,-0.12156122922897339,-0.5119572877883911,-0.0886843160057964,0.014484524726867676,-0.2782042622566223,-0.04723131212243459,0.003721773624420166,-0.37153881788253784,-0.06069885867485425,-0.005367875099182129,-0.4288612902164459,-0.07162099632272145,-0.017951905727386475,-0.48081010580062866,-0.08121982517489812,A
0.0,0.0,0.0,-0.09366452693939209,-0.00451815128326416,-0.030937924846412557,-0.17582058906555176,-0.04532730579376221,-0.049138784273864644,-0.23464947938919067,-0.08842480182647705,-0.06728614480734052,-0.28631651401519775,-0.12207120656967163,-0.085686128451826,-0.14221423864364624,-0.23475158214569092,-0.014573129690589326,-0.1943671703338623,-0.3304611146450043,-0.033917095377447026,-0.22666072845458984,-0.3848663568496704,-0.05513591305852117,-0.2560370862483978,-0.4328712224960327,-0.07221154482603254,-0.09859591722488403,-0.27353155612945557,-0.018936671181918996,-0.14410430192947388,-0.3851495385169983,-0.03302260847330274,-0.17548000812530518,-0.4520288109779358,-0.05332684503436269,-0.20261365175247192,-0.5061903595924377,-0.0709257832312602,-0.04944050312042236,-0.2852051258087158,-0.02912285165429296,-0.08423095941543579,-0.39015477895736694,-0.04457937167525472,-0.11025691032409668,-0.4525498151779175,-0.06567999334573926,-0.1334335207939148,-0.5064679980278015,-0.08227853091001691,0.00547027587890625,-0.2798570394515991,-0.04303745539426984,-0.004285275936126709,-0.37207382917404175,-0.05663523809552373,-0.01271587610244751,-0.43049803376197815,-0.0684831476354617,-0.02327907085418701,-0.48396793007850647,-0.07845832766533078,A
0.0,0.0,0.0,-0.09127634763717651,-0.009183287620544434,-0.031921667242462703,-0.17246562242507935,-0.0528336763381958,-0.05211302750747926,-0.2316388487815857,-0.0935981273651123,-0.0728435602132631,-0.28564709424972534,-0.12388837337493896,-0.09405867123049028,-0.14008402824401855,-0.24214226007461548,-0.01619788371961839,-0.19116917252540588,-0.33781424164772034,-0.037823495650703975,-0.22351664304733276,-0.3927316963672638,-0.06175895520489938,-0.2531692385673523,-0.4427199363708496,-0.081051089996512,-0.09653562307357788,-0.28115612268447876,-0.021240034336264202,-0.14033746719360352,-0.39331912994384766,-0.03583645560782678,-0.16988253593444824,-0.4597107172012329,-0.05645267033022172,-0.19578608870506287,-0.5156049728393555,-0.0749277334753824,-0.04789954423904419,-0.2926463484764099,-0.0323164586071325,-0.08206009864807129,-0.4001471996307373,-0.04724886008542306,-0.10668855905532837,-0.46212220191955566,-0.06650807821195848,-0.12908172607421875,-0.5161405205726624,-0.08236158006828553,0.00635683536529541,-0.28522980213165283,-0.04759281241338975,-0.0032813549041748047,-0.3775039315223694,-0.059248314434702465,-0.010633528232574463,-0.43591517210006714,-0.06876446419399507,-0.020284712314605713,-0.49042508006095886,-0.07773539536636598,A
0.0,0.0,0.0,-0.08636832237243652,-0.008447408676147461,-0.03150843647794943,-0.16817742586135864,-0.052457571029663086,-0.05172790033297758,-0.22442424297332764,-0.09256887435913086,-0.07283066404538374,-0.2774393558502197,-0.11798346042633057,-0.09455307019429426,-0.13696026802062988,-0.24341356754302979,-0.016857517934610655,-0.18818724155426025,-0.34035784006118774,-0.038482928700020125,-0.2209274172782898,-0.39302361011505127,-0.06263164622264128,-0.2511216104030609,-0.4424841105937958,-0.0822304133840106,-0.09350121021270752,-0.2817649841308594,-0.02192145963685732,-0.1376802921295166,-0.3954596519470215,-0.03644692716675024,-0.1663990020751953,-0.4606684446334839,-0.057285463488867094,-0.19119229912757874,-0.5163381993770599,-0.07624975038247328,-0.044094741344451904,-0.29350316524505615,-0.03277573553400259,-0.07714128494262695,-0.40277549624443054,-0.048688830859234145,-0.10053384304046631,-0.4648303687572479,-0.06858936888652067,-0.12242323160171509,-0.5177510678768158,-0.0846630950041316,0.011437416076660156,-0.2863880395889282,-0.047695266134311964,0.0030568838119506836,-0.37933310866355896,-0.05982233402805548,-0.003314077854156494,-0.43609464168548584,-0.06931840819792967,-0.013093173503875732,-0.48788535594940186,-0.07837815774159651,A
0.0,0.0,0.0,-0.08254784345626831,-0.009754478931427002,-0.03346503213996499,-0.16382604837417603,-0.048430025577545166,-0.057727460423656396,-0.222021222114563,-0.08608841896057129,-0.08248434648866265,-0.2732442319393158,-0.11586326360702515,-0.10768450484628289,-0.13269436359405518,-0.23810362815856934,-0.025273742759772233,-0.18345892429351807,-0.33974048495292664,-0.04996365369314759,-0.2152317762374878,-0.39449194073677063,-0.07519479529018014,-0.24500274658203125,-0.44412288069725037,-0.09489727453345864,-0.08855217695236206,-0.2752344012260437,-0.029708468029447488,-0.13215434551239014,-0.3902602791786194,-0.0477019479965648,-0.1621384620666504,-0.45765697956085205,-0.07060641483420937,-0.18888413906097412,-0.5138379335403442,-0.09050063476914971,-0.03844141960144043,-0.2869269847869873,-0.039358158270069055,-0.07270121574401855,-0.3976839780807495,-0.05643679634685128,-0.09636044502258301,-0.464554101228714,-0.07708134190196603,-0.1186491847038269,-0.5199849605560303,-0.0937113209163627,0.01751953363418579,-0.28022754192352295,-0.05302033633942216,0.007373690605163574,-0.37493377923965454,-0.06653925464505761,-0.0007051825523376465,-0.4340031147003174,-0.0767970575487098,-0.012600958347320557,-0.4863956570625305,-0.08589943931455224,A
0.0,0.0,0.0,-0.08762526512145996,-0.007770538330078125,-0.03425997456316132,-0.17095446586608887,-0.047586798667907715,-0.05637541001443047,-0.2345218062400818,-0.08645951747894287,-0.0783625427425303,-0.2892098128795624,-0.11536949872970581,-0.10062700843218941,-0.14078128337860107,-0.2369561791419983,-0.022401315698067137,-0.19222134351730347,-0.33585140109062195,-0.04527984892729897,-0.22442945837974548,-0.39127838611602783,-0.0690018642485537,-0.2544516324996948,-0.44081151485443115,-0.08785070067052025,-0.09633046388626099,-0.27603405714035034,-0.025424478182236143,-0.13971459865570068,-0.39025819301605225,-0.040819041037599035,-0.16873699426651,-0.4549323320388794,-0.060687098258773275,-0.19382214546203613,-0.5090808272361755,-0.07859652077559609,-0.04624485969543457,-0.2875595688819885,-0.034278954917231985,-0.07856237888336182,-0.3959839642047882,-0.04991111865047593,-0.10231763124465942,-0.4569605886936188,-0.06839699631337304,-0.12454771995544434,-0.5080224573612213,-0.08348410909775872,0.0087319016456604,-0.2797960042953491,-0.04740932917002816,0.0021013617515563965,-0.370826780796051,-0.0594881284773745,-0.005204141139984131,-0.42673981189727783,-0.06883600687388558,-0.016713201999664307,-0.47718673944473267,-0.07743379061822075,A
0.0,0.0,0.0,-0.08955925703048706,-0.005685687065124512,-0.036050809599136646,-0.17215096950531006,-0.04533737897872925,-0.057861385918831165,-0.23383259773254395,-0.08416670560836792,-0.07907754001734191,-0.28516364097595215,-0.11248564720153809,-0.1005546507012599,-0.14244049787521362,-0.2355360984802246,-0.02272786577758723,-0.19285425543785095,-0.3345816135406494,-0.0459981952380889,-0.22459381818771362,-0.38997969031333923,-0.06970719066975051,-0.25397956371307373,-0.439802885055542,-0.08844660041449004,-0.09838420152664185,-0.2745218873023987,-0.025146609224056538,-0.1410588026046753,-0.38823401927948,-0.0411517154943698,-0.16981643438339233,-0.4537508487701416,-0.061207370884393986,-0.19440218806266785,-0.5090044140815735,-0.07881412474033767,-0.0491604208946228,-0.2860683798789978,-0.03381603775141173,-0.08215230703353882,-0.3949185311794281,-0.05075872508404189,-0.10648101568222046,-0.4560866951942444,-0.07015494821188384,-0.1281067132949829,-0.5085967183113098,-0.08525863853809768,0.0051375627517700195,-0.27931302785873413,-0.04678598237750464,-0.004054248332977295,-0.3701036274433136,-0.06045057443497115,-0.011092543601989746,-0.427596777677536,-0.07096625683424407,-0.02053201198577881,-0.48066040873527527,-0.08000255195019179,A
0.0,0.0,0.0,-0.08740228414535522,-0.007658839225769043,-0.03548856834197878,-0.17073065042495728,-0.048680901527404785,-0.058126341647156465,-0.23387551307678223,-0.08625531196594238,-0.08045935267830728,-0.28815579414367676,-0.11370044946670532,-0.10327809686089395,-0.14103662967681885,-0.23823529481887817,-0.02400005245829462,-0.19195014238357544,-0.3368043601512909,-0.047763034796961534,-0.22452926635742188,-0.3921588063240051,-0.0721624010267341,-0.25559699535369873,-0.4420695900917053,-0.09142247969532846,-0.09657680988311768,-0.2772637605667114,-0.02705505127335428,-0.1389331817626953,-0.3915206789970398,-0.04320664340878366,-0.16790741682052612,-0.45678168535232544,-0.06363004083062052,-0.19349873065948486,-0.5119857788085938,-0.08180568749333261,-0.04676908254623413,-0.2886089086532593,-0.0360884443881595,-0.07908409833908081,-0.39778122305870056,-0.052632380372532594,-0.10335779190063477,-0.4597078859806061,-0.0719357022109115,-0.12613940238952637,-0.5123426020145416,-0.08739555264140009,0.00787973403930664,-0.28096121549606323,-0.04942281181240915,0.0002480745315551758,-0.3722262978553772,-0.06210960829878687,-0.006502866744995117,-0.42949649691581726,-0.07186760390425562,-0.017100155353546143,-0.481925368309021,-0.08077978724861978,A
